Year,bank_id,Model,MES,CoVaR,ACoVaR,Size,Lev,Cost_TI,NPA,DSIB,RWA_TA,WPS,ROE,Acquirer,Target,Type,Distance
2006,BOI,BM4,-6.0241824,-2.6360303,-0.8451067,11.62870004,22.52744597,25.75328919,3.719017501,0,4.0444304,4.3393,14.847141,0,0,1,16.17490086
2005,BOI,BM4,-4.6009144,-2.1302004,-0.7265016,11.4614025,21.27232612,26.88518172,5.478916959,0,4.4613855,4.2894634,8.025154,0,0,1,16.86977458
2024,UBI,BM4,-4.0536818,-2.0867336,-0.8098816,14.14622167,14.35467125,21.09472611,4.762792221,0,3.2316317,5.6205011,15.571089,0,0,1,12.14103192
2023,UBI,BM4,-2.0716541,-1.7786362,-0.7619753,14.06295832,16.34984762,22.99448379,7.530175349,0,3.3270009,5.8616655,11.326651,0,0,1,11.4656881
2022,UBI,BM4,-4.5773313,-2.0877617,-0.7407496,13.98743749,16.82709121,22.91332893,11.10918545,0,3.963592,6.0090448,7.748219,0,0,1,13.80415184
2021,UBI,BM4,-4.1979255,-1.8275492,-0.6025671,13.88476218,16.62158981,20.82426025,13.73571247,0,4.759693,5.9293074,4.678,0,0,1,15.96177669
2020,UBI,BM4,-5.4396267,-2.5134536,-0.7016771,13.21891509,16.29932698,17.68904856,14.14883594,0,4.8521354,3.2248085,-9.615559972,1,0,1,15.00058044
2019,UBI,BM4,-4.2421934,-1.9132762,-0.6876605,13.11036942,18.65212007,18.59759412,14.97553058,0,3.0293534,3.2274912,-11.42781076,0,0,1,10.05038303
2018,UBI,BM4,-2.1051542,-1.8341357,-0.6977273,13.09679957,19.42003155,17.6346901,15.72992499,0,2.0922019,3.463638,-21.38598531,0,0,1,8.998878017
2017,UBI,BM4,-2.5264584,-1.7330557,-0.7426628,13.02299474,18.88141427,17.11074242,11.159064,0,1.2879735,3.3829885,2.369293353,0,0,1,9.15815582
2016,UBI,BM4,-3.6577362,-2.0582041,-0.78936,12.91089121,17.67909854,17.58895168,8.703163662,0,1.6085804,3.3957381,6.33780121,0,0,1,11.60659414
2015,UBI,BM1,-4.6610438,-2.1358603,-0.8420027,12.85216996,19.31168521,17.25344724,4.959280102,0,1.6301541,3.3588654,9.319115,0,0,1,12.05096414
2014,UBI,BM4,-3.0766379,-1.8316514,-0.7952537,12.77643308,19.14879832,17.04259005,4.081285334,0,1.940169,3.488452,9.483533,0,0,1,12.76178256
2013,UBI,BM4,-5.4647046,-2.206411,-0.8440154,12.65118712,18.04639005,16.30310008,2.979471108,0,1.9804358,3.5501081,13.516938,0,0,1,13.86460139
2012,UBI,BM4,-3.2369666,-2.0824932,-0.7812089,12.47690647,17.91911445,16.98503115,3.155200827,0,2.1290803,3.4534326,13.045941,0,0,1,14.42000792
2011,UBI,BM4,-2.0804852,-2.3963666,-0.7665193,12.37152118,18.48752628,21.36126728,2.367508665,0,2.0789682,3.6051605,17.956874,0,0,1,14.49062564
2010,UBI,BM4,-2.4455645,-1.8230823,-0.586465,12.18158446,18.7227501,16.4153871,2.252311818,0,2.0689049,3.582107,21.654185,0,0,1,14.8020581
2009,UBI,BM4,-3.385543,-3.1226583,-0.7118342,11.98900753,18.41750372,16.55792831,1.957312304,0,2.3646236,3.4136344,21.463787,0,0,1,17.05046439
2008,UBI,BM4,-5.0707739,-3.9593511,-1.0183813,11.72797139,16.87492576,15.12193692,2.183739902,0,3.2564333,3.1282144,22.125969,0,0,1,13.27550946
2007,UBI,BM4,-6.1320813,-2.8124807,-0.7991152,11.53935195,19.78429352,18.29200474,2.942285337,0,3.8433144,3.1584065,17.344784,0,0,1,12.47594088
2006,UBI,BM4,-6.4185178,-2.5534828,-0.8006694,11.39780682,19.55308545,22.05694353,3.839484109,0,4.9670955,3.4228727,16.523113,0,0,1,13.6016907
2005,UBI,BM4,-3.3296432,-2.0577969,-0.7017697,11.19014455,20.034468,21.9231489,5.007432566,0,5.2556302,3.3648213,21.459468,0,0,1,20.11689914
2024,KMB,BM4,-1.6806468,-1.9845545,-0.733706,13.30527983,6.207245272,29.74540327,1.387770864,0,0.8056523,2.0657277,15.292564,0,0,0,15.96135548
2023,KMB,BM4,-1.1091917,-1.6240917,-0.5816843,13.10187997,5.8651941,33.35517118,1.77779827,0,1.3983313,1.904193,14.02683,0,0,0,21.34054027
2022,KMB,BM4,-2.4568628,-2.0332301,-0.8195986,12.97021029,5.926708608,33.30437771,2.343869128,0,1.5315807,1.8141584,12.589916,0,0,0,23.54751201
2021,KMB,BM4,-2.8655708,-1.9172971,-0.789323,12.85706524,6.017681656,26.57672553,3.250739005,0,1.7465301,1.7977805,12.355,0,0,0,22.77176737
2020,KMB,BM4,-6.4585927,-2.8200844,-1.1850099,12.79455819,7.349779726,27.40081792,2.25196183,0,2.2599553,1.8806416,12.94050566,0,0,0,20.61985659
2019,KMB,BM4,-1.643168,-2.0283122,-0.7913545,12.65130989,7.276661895,26.32409375,2.141539547,0,2.6698546,1.7528255,12.10518249,0,0,0,22.32965126
2018,KMB,BM4,-2.2065013,-1.9025955,-0.7365606,12.48723374,7.067939448,26.99803482,2.224830036,0,1.9739118,1.6333999,12.54744378,0,0,0,19.38293454
2017,KMB,BM4,-0.7072251,-1.5485543,-0.5481689,12.27648431,7.769948954,26.53225858,2.593559477,0,2.5577449,1.4167898,13.22788157,0,0,0,15.29664666
2016,KMB,BM3,-2.1694442,-2.0183652,-0.78447,12.16660281,8.023369878,28.80290236,2.359564691,0,2.9195728,1.3737027,10.96808093,0,0,0,12.24689412
2015,KMB,BM3,-3.1441177,-2.0639426,-0.8132418,11.57130828,7.495153553,27.70380063,1.85228269,0,2.1215828,0.7935297,14.121387,1,0,0,21.13334999
2014,KMB,BM3,-1.5390746,-1.8176655,-0.7186628,11.38036894,7.130258913,25.00885921,1.97963153,0,2.3353628,0.6922669,13.817472,1,0,0,25.77357302
2013,KMB,BM3,-2.5121392,-2.2901315,-0.920631,11.33491883,8.842915843,24.01058246,1.54973264,0,2.7790444,0.6868235,15.599859,0,0,0,29.81989223
2012,KMB,BM3,-2.2069928,-2.3108587,-0.930701,11.09234863,8.228138018,25.63477303,1.556832497,0,3.2190398,0.5971369,14.648874,0,0,0,34.61446858
2011,KMB,BM3,-2.5652936,-2.8099507,-1.1575379,10.83664849,7.44150001,31.25212349,2.030672239,0,3.6372726,0.5210403,14.387762,0,0,0,33.69264314
2010,KMB,BM3,-2.4489959,-2.1903319,-0.9383618,10.53039654,8.24603599,30.62396429,3.623308849,0,5.0678834,0.5031993,13.287774,0,0,0,26.97001764
2009,KMB,BM3,-6.4074537,-3.7925276,-1.6251863,10.26506604,7.351601353,35.83419735,4.308639213,0,6.0166075,0.3850165,7.363343,0,0,0,42.19722833
2008,KMB,BM3,-8.6574042,-4.6210806,-1.9513884,10.25105379,7.87831265,33.9924109,2.880030517,0,6.5275782,0.4946789,11.185437,0,0,0,37.81344716
2007,KMB,BM3,-4.9711052,-3.2662615,-1.3012954,9.89924954,11.98334552,37.41133156,2.566202566,0,12.1671948,0.4078736,11.190528,0,0,0,41.44659806
2006,KMB,BM3,-4.867904,-2.8369586,-1.1749807,9.227740626,11.7691846,41.35411756,0.626243543,0,26.9706608,0.3033203,14.582599,0,0,0,41.89541702
2005,KMB,BM3,-2.4990389,-2.1956063,-0.8985783,8.781535391,8.604230862,40.61600669,0.726758607,0,14.793247,0.2339808,12.460071,0,0,0,43.9567176
2024,BMH,BM2,-3.0782068,-1.7943239,-0.4005519,12.63505198,15.61143802,20.49318648,1.882046381,0,13.2658287,1.2457629,22.98497,0,0,1,26.47499837
2023,BMH,BM2,-2.6747599,-1.5006831,-0.379429,12.49744063,17.14585886,21.57376093,2.474881438,0,13.8624601,1.2276052,17.643842,0,0,1,24.88868978
2022,BMH,BM2,-4.1099979,-1.8644287,-0.4483289,12.34848917,16.60882589,24.56027742,3.939084209,0,17.7096175,1.1774546,8.851826,0,0,1,28.48304073
2021,BMH,BM2,-3.3368034,-1.7576843,-0.4743185,12.18925712,16.20886095,24.59302762,7.226575272,0,23.0207182,1.1168292,4.808,0,0,1,27.6303989
2020,BMH,BM2,-3.1550582,-2.4597178,-0.5211977,12.03686778,15.7008643,23.43885247,12.80670316,0,25.5098302,1.073817,4.711580376,0,0,1,25.34920526
2019,BMH,BM2,-1.6201687,-1.7969271,-0.4304207,12.01088182,28.6675196,24.871458,16.39566819,0,14.1099502,1.0914409,-61.00559093,0,0,1,26.93053631
2018,BMH,BM2,-1.4491672,-1.6955116,-0.4140648,11.95971642,15.72097125,21.45919837,19.47613825,0,15.0969402,1.1784053,-13.22653028,0,0,1,22.31724054
2017,BMH,BM2,-0.7820233,-1.4539349,-0.3847793,11.97869502,21.59000721,21.04412588,16.92855868,0,6.5590955,1.2514376,-16.97948025,0,0,1,15.35781336
2016,BMH,BM1,-2.4399723,-1.8072125,-0.4104489,11.98889454,18.31736547,18.14070026,9.336411235,0,6.480942,1.3771388,1.194755454,0,0,1,9.825522302
2015,BMH,BM1,-1.8945142,-1.838028,-0.3986781,11.89149061,18.10000452,18.47598571,6.325504319,0,6.0981051,1.2944778,5.839688,0,0,1,11.22251759
2014,BMH,BM1,-2.2571097,-1.5946796,-0.3714552,11.82276072,18.50127991,18.65051273,3.164647659,0,9.7022384,1.3688119,5.607931,0,0,1,5.449919379
2013,BMH,BM4,-2.151597,-1.97562,-0.3992799,11.66952576,18.2826224,17.06953846,1.488990746,0,8.4857749,1.2697312,13.66092,0,0,1,8.414469687
2012,BMH,BM4,-2.0509363,-1.9535776,-0.4031934,11.42012338,19.29789805,20.91142416,2.27628122,0,10.3950645,1.1858383,9.911419,0,0,1,8.976635518
2011,BMH,BM2,-2.1821866,-2.3515614,-0.4524106,11.24429041,19.25047554,26.98127062,2.471601953,0,10.482203,1.1902819,9.67556,0,0,1,14.2495571
2010,BMH,BM2,-1.6496221,-1.8834738,-0.469007,11.17122061,24.85849194,20.14240312,2.956031779,0,4.7409242,1.3335821,16.354524,0,0,1,17.80010059
2009,BMH,BM2,-1.6913098,-3.2049098,-0.5965542,10.98580706,23.45091359,20.09814763,2.293134197,0,6.0524457,1.286053,17.455004,0,0,1,13.49132514
2008,BMH,BM2,-3.9849669,-3.8291564,-0.562743,10.78209539,27.02825884,21.8893427,2.570642325,0,8.2406044,1.2577577,18.640419,0,0,1,16.20297292
2007,BMH,BM2,-3.0259346,-2.7449246,-0.4929959,10.57155979,22.3949631,24.97588289,3.495013213,0,9.1511557,1.2576988,16.405206,0,0,1,14.6071044
2006,BMH,BM2,-4.5018159,-2.4246399,-0.472287,10.34863845,19.85474465,26.07056751,5.527481374,0,12.2380674,1.2429628,3.261611,0,0,1,18.12667341
2005,BMH,BM2,-2.4031766,-1.9408678,-0.4530114,10.40076701,21.32035315,26.16972883,6.999301452,0,10.3247218,1.5697002,11.895241,0,0,1,30.49396664
2024,CBI,BM2,-4.7628566,-1.7390218,-0.4306012,13.00958136,13.89427579,28.91306501,4.50470294,0,12.8877169,1.7715156,8.322521,0,0,1,20.14342593
2023,CBI,BM2,-3.3726239,-1.4329618,-0.3998369,12.91451595,13.95330606,29.99681127,8.442569983,0,15.1366237,1.8842668,5.587302,0,0,1,25.91768207
2022,CBI,BM2,-3.9661799,-1.9053039,-0.4283399,12.86468661,14.0380949,28.16477158,14.84154419,0,16.2318577,1.9946396,4.244526,0,0,1,31.90970112
2021,CBI,BM2,-3.7015632,-1.777576,-0.4055999,12.81913439,17.01052574,26.24103296,16.54879232,0,10.7452138,2.1178824,-4.115,0,0,1,33.36450613
2020,CBI,BM2,-2.4251435,-2.5019278,-0.4688424,12.78338548,16.62425851,25.44743498,18.92032657,0,13.6752941,2.2451674,-5.556154723,0,0,1,31.37244193
2019,CBI,BM2,-2.0936883,-1.7343204,-0.411192,12.70902031,17.46607703,24.18467232,19.29067565,0,12.7342695,2.32687,-30.56023985,0,0,1,31.49116694
2018,CBI,BM2,-4.0553633,-1.6289449,-0.4023436,12.69534345,18.13820388,24.03181231,21.48401625,0,8.8778837,2.4999045,-28.9609387,0,0,1,25.16254211
2017,CBI,BM2,-2.7893104,-1.3931537,-0.3977194,12.71710408,19.30734545,23.0998864,17.81037924,0,5.2151176,2.6699598,-13.95872784,0,0,1,29.87164421
2016,CBI,BM4,-2.1467523,-1.7925802,-0.4211397,12.62959408,17.2783341,23.94101032,11.94876304,0,5.3188399,2.637406,-8.07256296,0,0,1,10.79349685
2015,CBI,BM1,-2.0982007,-1.8476665,-0.4235151,12.65056774,17.86916801,19.72291648,6.089772112,0,4.8770569,2.7091031,3.648306,0,0,1,2.680312487
2014,CBI,BM1,-3.0054385,-1.5743841,-0.3872391,12.57589753,18.3358247,19.65430668,6.273149264,0,10.3853655,2.8133613,-8.120802,0,0,1,3.041845755
2013,CBI,BM1,-2.7727262,-1.9591062,-0.4252429,12.49922553,17.51009956,17.98848555,4.798270433,0,8.6392156,3.0423706,7.311236,0,0,1,2.901115671
2012,CBI,BM1,-3.7958184,-1.8943587,-0.4119828,12.34496351,18.45554857,18.24790223,4.828081532,0,8.2579454,3.0397746,4.570553,0,0,1,6.788709682
2011,CBI,BM1,-3.3877371,-2.2961467,-0.4452249,12.25370656,19.29086311,24.25745184,1.822459575,0,16.574648,3.1937327,13.491691,0,0,1,11.64060156
2010,CBI,BM2,-2.3102893,-1.8757295,-0.3910552,12.11544541,23.74749846,16.10209723,2.316519968,0,7.9278553,3.4150034,15.005752,0,0,1,15.04908277
2009,CBI,BM2,-4.3902546,-3.2549015,-0.5265866,11.90263527,23.02776634,16.15335708,2.670673033,0,6.8197222,3.2307495,9.247287,0,0,1,15.85833821
2008,CBI,BM2,-6.7645117,-3.8903896,-0.5954107,11.72768026,20.85828418,19.86924785,3.163406787,0,10.3453481,3.3228198,11.305601,0,0,1,11.73788977
2007,CBI,BM2,-0.9736586,-2.8986989,-0.5128917,11.44044169,24.54152153,25.10268314,4.808465292,0,11.6216273,3.0692705,13.772874,0,0,1,15.83857362
2024,INDB,BM2,-3.1077332,-2.0438305,-0.6426485,13.58309809,13.57500588,22.52696661,3.954174529,0,1.0336884,3.1656283,15.161475,0,0,1,13.93467829
2023,INDB,BM2,-1.6447781,-1.7220366,-0.5975166,13.47372526,14.81050485,23.22710725,5.950239291,0,1.0630116,3.2575939,11.521842,0,0,1,15.24670839
2022,INDB,BM2,-3.9237367,-2.0744939,-0.6074968,13.41751953,15.36688243,23.87175889,8.4726066,0,1.1217489,3.4551545,9.607366,0,0,1,21.97709342
2021,INDB,BM2,-4.6767831,-1.8656084,-0.5735834,13.34298642,16.23002083,23.12440416,9.852338981,0,1.153117,3.4535295,8.214,0,0,1,26.37080789
2020,INDB,BM4,-6.8131887,-2.626985,-0.6812416,12.64261054,14.00988779,17.88551065,6.873018873,0,1.393235,1.8620755,3.632571103,1,0,1,12.12939339
2019,INDB,BM4,-3.8211747,-1.9543597,-0.6242327,12.54277798,14.4447742,19.08308046,7.106828105,0,1.2982042,1.8785028,1.701779545,0,0,1,14.80876996
2018,INDB,BM4,-2.5373326,-1.8585371,-0.6156522,12.44002091,13.69850884,18.79353595,7.36831906,0,1.5143593,1.7661025,7.070921955,0,0,1,15.87457354
2017,INDB,BM2,-1.6910309,-1.6647879,-0.5836309,12.29331925,12.71605989,18.39185778,7.465406482,0,1.6135038,1.6425337,8.411741768,0,0,1,11.09375652
2016,INDB,BM4,-3.4730208,-2.0554648,-0.6255175,12.22445457,12.52848575,17.72797825,6.655281322,0,1.7861502,1.7664917,4.537571292,0,0,1,14.76543413
2015,INDB,BM1,-2.5775425,-2.1308507,-0.6317296,12.16959523,12.77442429,16.32712306,4.401432598,0,1.9367611,1.7938115,6.940251,0,0,1,6.830252513
2014,INDB,BM4,-2.2042696,-1.8616767,-0.5996358,12.1400729,13.49763583,17.03580697,3.668582764,0,1.9642542,1.9016938,8.968959,0,0,1,9.883952358
2013,INDB,BM4,-1.9747566,-2.2591901,-0.6633386,12.00041657,13.59979798,18.12091956,3.327366169,0,3.8961466,1.9109869,13.88553,0,0,1,8.9524777
2012,INDB,BM1,-2.5337919,-2.1894825,-0.6620257,11.85948381,13.09262721,16.24391946,1.936614823,0,4.3559387,1.8718973,17.192406,1,0,1,3.754345616
2011,INDB,BM1,-2.8688017,-2.5582146,-0.7152968,11.70946469,12.7840534,18.2711909,0.991936196,0,5.027385,1.8840198,19.266609,0,0,1,7.000278507
2010,INDB,BM2,-2.3296176,-1.9836619,-0.5977003,11.52672299,12.25676414,19.1594345,0.76478446,0,6.4390232,1.8586297,20.184123,0,0,1,6.523853446
2009,INDB,BM1,-4.4674195,-3.361734,-0.7830739,11.33921272,11.77898982,20.19033446,0.885916096,0,7.0614363,1.7863214,20.255072,0,0,1,4.962072871
2008,INDB,BM1,-4.9629256,-4.2015726,-0.9243488,11.16347702,13.66297004,22.51759223,1.210599582,0,9.2374443,1.8386992,22.413284,0,0,1,9.833799936
2007,INDB,BM2,-4.4780756,-3.0213718,-0.7850714,10.93575785,14.61911951,24.84425383,1.850721985,0,10.4512691,1.7460888,23.997078,0,0,1,13.4827409
2024,IOB,BM2,-4.0212,-1.9210873,-0.5557351,12.77148196,12.59859098,29.36076362,3.10221546,0,31.0734413,1.3155089,9.982568,0,0,1,13.74322586
2023,IOB,BM2,-3.6157459,-1.6007322,-0.5132898,12.65630073,12.41874171,27.31482789,7.444929331,0,37.4222407,1.3681563,8.697226,0,0,1,16.09718082
2022,IOB,BM2,-4.3675941,-2.0537012,-0.5875715,12.60945949,13.01617406,25.19887356,9.819351914,0,45.6537413,1.5258969,8.559438,0,0,1,24.94529188
2021,IOB,BM2,-3.9737462,-1.881499,-0.5609264,12.52092117,16.17075317,24.69181838,11.69310211,0,39.1558367,1.5422547,5.024,0,0,1,25.05152381
2020,IOB,BM2,-3.4817775,-2.613367,-0.6658651,12.47122851,16.13910461,24.69847703,14.77516634,0,58.8087212,1.5953571,-52.45235747,0,0,1,25.1520857
2019,IOB,BM2,-2.1787908,-1.8568263,-0.5554308,12.42924963,15.28179832,20.38495645,21.97297501,0,35.8132913,1.7268584,-25.2270941,0,0,1,24.40335559
2018,IOB,BM2,-2.1714492,-1.7540231,-0.545812,12.42105511,18.68075559,25.78254937,25.2849871,0,21.2995561,1.8384918,-46.63088895,0,0,1,14.58316433
2017,IOB,BM4,-1.7428289,-1.5635143,-0.5034365,12.41782147,17.98294806,21.27219471,22.3875445,0,9.4675303,1.902026,-23.23492973,0,0,1,21.2336119
2016,IOB,BM4,-2.6732507,-1.9433426,-0.5705618,12.52247614,17.5181921,19.29502481,17.3966298,0,6.8100961,2.2245318,-18.50923401,0,0,1,7.784232332
2015,IOB,BM1,-2.8875335,-2.0009482,-0.587468,12.562477,18.26204592,16.1070084,8.334639829,0,4.277833,2.6081508,-2.856385,0,0,1,10.86611473
2014,IOB,BM1,-3.9813981,-1.6894775,-0.5536943,12.52415782,17.00035482,15.08432133,4.98146106,0,4.1686749,2.671645,4.062042,0,0,1,9.71061133
2013,IOB,BM1,-3.6426371,-2.0884721,-0.6103004,12.40760856,18.18009558,15.0459134,4.020258826,0,3.1874434,2.7206478,4.468997,0,0,1,12.75092561
2012,IOB,BM1,-2.7695565,-1.9920854,-0.5955456,12.29973204,18.41411221,16.16272107,2.788989702,0,2.7242525,2.7649002,9.88234,0,0,1,12.5404831
2011,IOB,BM4,-3.1937553,-2.3862215,-0.6498265,12.09393521,19.17272071,19.30350707,2.709757064,0,2.3786054,2.5860399,12.730845,0,0,1,7.228212713
2010,IOB,BM1,-3.1541993,-1.9153663,-0.5857719,11.78365182,17.42177974,21.6567847,4.712936426,0,2.8118212,2.3340339,9.634551,0,0,1,7.007833546
2009,IOB,BM1,-3.932961,-3.3429573,-0.7683537,11.70415224,16.9310614,17.2791123,2.537166066,0,3.4089014,2.4639659,22.065245,0,0,1,5.040161055
2008,IOB,BM1,-5.1585521,-4.0380564,-0.8790495,11.53113581,20.92821384,16.92475909,1.632873661,0,4.4842313,2.5398801,27.15175,0,0,1,7.295963199
2007,IOB,BM2,-4.0481895,-2.7954488,-0.6733275,11.31760169,20.61386022,22.31521695,2.337082403,0,4.9910764,2.5488333,28.137896,1,0,1,8.576291772
2006,IOB,BM2,-6.0781533,-2.5557084,-0.6656305,10.99133901,18.68101674,25.49964761,3.432800802,0,7.0385245,2.3342607,27.234299,0,0,1,11.75285659
2005,IOB,BM2,-2.0247941,-2.0555412,-0.5925043,10.8359477,19.73254404,24.38691647,5.283530168,0,7.5501654,2.4076086,27.977678,0,0,1,21.18766515
2024,PNSD,BM4,-4.8436816,-1.622747,-0.3793584,11.90264408,9.505727548,26.85711901,5.427062137,0,26.7496404,0.5494277,3.886308,0,0,1,18.49631085
2023,PNSD,BM4,-3.2550956,-1.4599479,-0.3745183,11.82374663,9.03163482,27.57737514,6.974671941,0,29.0471717,0.5751213,9.018336,0,0,1,19.06245552
2022,PNSD,BM4,-3.4898903,-1.7690436,-0.4418933,11.7041039,8.641145908,28.31222156,12.16816891,0,30.1960689,0.5944888,9.288219,0,0,1,21.74498705
2021,PNSD,BM4,-3.3542839,-1.7001449,-0.4509875,11.61260685,13.21077353,30.38385149,13.76469393,0,21.5016072,0.6168561,-39.155,0,0,1,23.97982577
2020,PNSD,BM4,-4.8105522,-2.1146426,-0.4369531,11.51795089,17.95866158,21.04954777,14.18474143,0,5.4666054,0.6416262,-17.53966837,0,0,1,11.0795484
2019,PNSD,BM4,-1.8511928,-1.654908,-0.3714861,11.59893843,19.11495454,18.22873497,11.82978597,0,4.7424844,0.7648043,-9.146312818,0,0,1,8.016659759
2018,PNSD,BM4,-0.4465801,-1.6028208,-0.3604423,11.64183958,18.39965036,19.59780368,11.18695588,0,4.4140964,0.8625244,-12.06958884,0,0,1,13.75704661
2017,PNSD,BM1,-1.129517,-1.4279648,-0.393483,11.47878358,15.73364695,17.09015895,10.45016627,0,3.7494827,0.7698381,3.320224571,0,0,1,10.14783558
2016,PNSD,BM1,-2.6686797,-1.7013561,-0.3854471,11.53841209,17.18219034,15.0103375,6.47860081,0,3.5777711,0.9041228,5.809458539,0,0,1,10.93660629
2015,PNSD,BM1,-2.6009791,-1.7585512,-0.3765926,11.4902033,17.46789581,14.77712414,4.756728844,0,3.644247,0.9191881,2.28798,0,0,1,12.82508061
2014,PNSD,BM1,-2.9926294,-1.6402691,-0.3353013,11.45645198,18.85925429,14.84908436,4.413445807,0,4.5552312,0.9929503,6.253026,0,0,1,13.64927169
2013,PNSD,BM1,-1.8234556,-1.846479,-0.3297676,11.29573793,17.47961102,14.17560942,2.964517089,0,4.3699175,0.9508018,7.663353,0,0,1,10.49429123
2012,PNSD,BM1,-2.9267327,-1.813226,-0.3020657,11.19691614,17.15842764,16.80982832,1.646372761,0,4.4915414,0.9781282,11.208807,0,0,1,11.58728043
2011,PNSD,BM1,-1.7639321,-2.031965,-0.3079904,11.13532074,18.02345716,18.32608558,0.990553461,0,4.7693065,1.063471,16.394267,0,0,1,14.24115717
2024,UCO,BM4,-3.6952099,-1.9792062,-0.593532,12.68754603,11.83221819,27.03065421,3.458588892,0,21.7528153,1.2107137,6.226295,0,0,1,12.2216014
2023,UCO,BM4,-2.913294,-1.6709597,-0.5491837,12.61441025,11.67742116,27.33727591,4.780354075,0,24.0695822,1.3076076,7.546244,0,0,1,16.73661646
2022,UCO,BM4,-3.3193281,-1.9134873,-0.4896638,12.49793602,11.34990751,26.41457866,7.888457261,0,32.4947354,1.3042171,4.264978,0,0,1,24.00684637
2021,UCO,BM4,-2.6340714,-1.6989102,-0.3854776,12.44247238,12.66274483,26.60728923,9.587423011,0,28.4941161,1.3216631,0.852,0,0,1,26.71162073
2020,UCO,BM4,-1.8370105,-2.4147651,-0.5038517,12.37119782,12.2807271,17.37180014,16.77253695,0,35.9343844,1.3824889,-13.31575872,0,0,1,28.30570234
2019,UCO,BM4,-0.9620355,-1.8613765,-0.5184459,12.34793707,13.25302646,19.34104953,24.99588327,0,21.9910913,1.5357513,-26.71603604,0,0,1,29.35256907
2018,UCO,BM4,-1.2943742,-1.7786612,-0.5271813,12.28329373,14.44497957,19.22898799,24.63911168,0,9.7652048,1.5418789,-32.01923468,0,0,1,17.77405934
2017,UCO,BM1,-1.2987758,-1.6101329,-0.5177988,12.3516425,18.13935325,16.29687693,17.12122463,0,6.168486,1.8115057,-14.6440053,0,0,1,16.91189497
2016,UCO,BM1,-3.2241686,-1.9339326,-0.5733056,12.40853391,19.55625656,14.09388086,16.08766954,0,4.5610344,2.0521688,-22.33072159,0,0,1,15.78735442
2015,UCO,BM2,-5.5815166,-1.9888591,-0.6156894,12.41274899,19.59660417,12.43194318,6.761675262,0,3.5939205,2.271999,9.571296,0,0,1,15.92600424
2014,UCO,BM1,-4.2296937,-1.7265764,-0.6080391,12.38474068,21.30042832,12.47644814,4.323082088,0,3.3465538,2.3383277,14.44895,0,0,1,13.15453771
2013,UCO,BM1,-4.683507,-2.1211605,-0.6650122,12.19930681,20.5167221,12.29457558,5.419275214,0,9.1629469,2.3343012,6.757773,0,0,1,11.05898452
2012,UCO,BM1,-3.9945791,-2.063038,-0.6499713,12.10347719,20.95545328,13.18274443,3.727470074,0,11.1598877,2.3863381,13.830195,0,0,1,13.05146469
2011,UCO,BM1,-3.392769,-2.4135462,-0.6565687,12.003947,22.02366321,16.87809255,3.313988854,0,10.9388688,2.5869098,14.355619,0,0,1,11.65418961
2010,UCO,BM4,-3.2886538,-1.7867922,-0.4503425,11.83006554,26.35416879,15.10087151,2.146522302,0,9.3680757,2.5788419,22.08183,0,0,1,16.19703379
2009,UCO,BM1,-3.3410498,-3.0954968,-0.5627383,11.62325114,28.21904821,16.00419062,2.20974737,0,9.3784986,2.4665667,16.204733,0,0,1,12.16374971
2008,UCO,BM1,-7.4693848,-3.9318762,-0.8692262,11.40528388,30.6852774,17.93684699,2.969780862,0,8.0780951,2.4068512,14.750408,0,0,1,8.086985719
2007,UCO,BM1,-4.693707,-2.8477161,-0.6805687,11.22342702,28.12227312,20.70259127,3.172463188,0,9.2366004,2.4049511,12.33649,0,0,1,5.456104165
2006,UCO,BM1,-3.8444579,-2.4773813,-0.6247955,11.03229594,25.11213167,24.8987299,3.265049893,0,11.6244489,2.5197113,8.679335,0,0,1,7.15094841
2005,UCO,BM1,-2.8535434,-1.9575455,-0.5076869,10.90759604,26.38483656,26.70349508,4.956453058,0,13.0045477,2.6921707,17.862696,0,0,1,18.50328595
2024,CSB,BM1,-1.4856445,-1.7335357,-0.435504,10.49282829,9.479321319,36.47042817,1.469461966,0,1.9669053,0.1367423,16.178099,0,0,0,32.55575848
2023,CSB,BM1,-1.8786843,-1.4604193,-0.4187247,10.28063142,9.102897111,35.74985155,1.259784489,0,2.195857,0.1285164,18.697152,0,0,0,28.80628714
2022,CSB,BM1,-2.9437928,-1.8127233,-0.425666,10.1407814,9.563359481,34.41319904,1.809664839,0,2.6424676,0.117506,18.978874,0,0,0,22.48771569
2021,CSB,BM4,-2.3099395,-1.8606336,-0.4537055,10.05781052,10.70409455,33.51048037,2.683535291,0,3.4796752,0.1228475,10.548,0,0,0,21.71175613
2020,CSB,BM1,-4.4306952,-2.2092484,-0.5284376,9.845023245,9.621349344,30.80111515,3.542060837,0,4.0951587,0.112992,0.7501981,0,0,0,20.85076041
2024,CUB,BM1,-2.6584889,-1.8691333,-0.4648596,11.16797959,8.430214363,22.42746623,3.98961199,0,0.4406931,0.2560876,12.80981,0,0,0,32.04163804
2023,CUB,BM1,-2.2054891,-1.5388763,-0.4098339,11.1063782,8.930224603,20.90931549,4.366898032,0,0.4976842,0.2747913,13.351636,0,0,0,32.00568012
2022,CUB,BM1,-2.8744305,-1.9714146,-0.5113184,11.02729501,9.343101606,22.20994757,4.697199753,0,0.5764859,0.2775779,12.232926,0,0,0,30.75920038
